donor_id,first_name,last_name,email,city,total_donations,avg_donation_amount,donation_frequency,days_since_last_donation,donation_consistency,largest_donation,smallest_donation,campaigns_participated,volunteer_hours,referrals,will_donate_again
DON522392,Steven,Hernandez,steven_hernandez51@icloud.com,Las Vegas,3,50.29,3.0,256,0.29,142.79,19.84,1,70,6,0
DON366728,Karen,Campbell,karen.campbell81@email.com,San Jose,2,75.77,2.0,17,0.16,166.22,47.1,0,28,11,1
DON547056,Andrew,Campbell,andrew_campbell17@yahoo.com,Memphis,8,122.74,8.0,172,0.65,256.87,75.37,9,89,1,1
DON568191,Kevin,Walker,kevinwalker42@outlook.com,Detroit,2,86.36,2.0,26,0.38,236.75,60.02,7,51,11,1
DON642179,William,Thomas,william_thomas10@outlook.com,Boston,25,235.67,25.0,51,0.73,681.16,134.23,8,25,1,1
DON373331,Dorothy,Hill,dorothy.hill47@icloud.com,Portland,2,21.28,2.0,216,0.0,60.4,14.78,4,27,8,0
DON887787,Elizabeth,Wilson,elizabeth.wilson96@yahoo.com,Boston,11,360.88,11.0,138,0.51,855.05,157.24,7,93,0,1
DON979289,Sarah,Thomas,sarah.thomas16@hotmail.com,Portland,1,19.0,1.0,354,0.07,50.0,10.81,10,41,11,0
DON120016,Matthew,Garcia,matthew_garcia53@outlook.com,Memphis,45,380.02,45.0,41,1.0,990.25,232.51,5,31,13,1
DON922665,Lisa,Johnson,lisa.johnson68@email.com,Philadelphia,2,13.53,2.0,201,0.24,27.54,9.42,3,38,2,0
DON624165,Barbara,Moore,barbara.moore73@gmail.com,Phoenix,1,42.69,1.0,363,0.28,78.75,22.87,5,24,7,0
DON883409,John,Baker,john_baker33@email.com,Houston,13,92.94,13.0,43,0.62,230.24,34.35,0,65,13,1
DON668783,Edward,Williams,edwardwilliams1@outlook.com,Phoenix,5,74.13,5.0,173,0.36,217.97,36.16,4,30,14,1
DON316699,Andrew,White,andrewwhite39@yahoo.com,Seattle,20,84.07,20.0,36,0.77,220.38,31.05,2,45,7,1
DON876526,Charles,Garcia,charles.garcia46@yahoo.com,Charlotte,2,53.34,2.0,255,0.37,152.91,23.31,6,64,6,0
DON461464,Jessica,Brown,jessica_brown56@email.com,Indianapolis,3,124.69,3.0,325,0.57,336.84,63.93,10,79,0,1
DON785316,Charles,Young,charles.young32@hotmail.com,San Francisco,9,118.04,9.0,68,0.56,206.75,43.14,2,85,6,1
DON720249,Kevin,Nelson,kevinnelson53@hotmail.com,Chicago,1,43.74,1.0,335,0.05,91.83,30.06,8,49,3,0
DON309937,Carol,Garcia,carol_garcia55@email.com,Jacksonville,4,23.22,3.17,461,0.15,56.99,11.39,5,63,13,0
DON794441,Jason,Martin,jason.martin79@yahoo.com,Nashville,15,107.34,15.0,179,0.52,298.61,70.35,0,16,8,1
DON331507,Betty,Martinez,betty_martinez18@outlook.com,Chicago,22,495.38,22.0,16,0.97,1279.94,301.02,2,74,6,1
DON749171,Mary,Miller,marymiller69@outlook.com,San Francisco,11,262.8,11.0,157,0.61,607.37,176.27,9,68,5,1
DON598064,Donna,Rodriguez,donnarodriguez80@gmail.com,San Jose,2,96.49,2.0,219,0.25,145.51,53.27,3,62,13,0
DON105911,Mary,Davis,marydavis43@gmail.com,Los Angeles,12,212.62,12.0,151,0.63,415.81,117.27,1,39,10,1
DON455860,James,Taylor,james.taylor21@email.com,Denver,3,99.33,3.0,339,0.36,211.8,47.42,2,49,8,0
DON317168,Margaret,Rivera,margaret.rivera77@outlook.com,San Antonio,49,751.14,49.0,13,0.75,1910.14,465.74,0,17,5,1
DON964166,Matthew,Gonzalez,matthew.gonzalez33@outlook.com,Los Angeles,4,59.28,4.0,233,0.27,122.65,26.74,10,50,6,0
DON322472,Robert,Garcia,robertgarcia45@icloud.com,Austin,2,17.87,2.0,202,0.07,38.94,5.63,3,50,7,0
DON777636,James,Walker,james.walker49@gmail.com,Columbus,5,190.65,5.0,244,0.54,338.46,92.65,5,42,10,1
DON859074,Michael,Jones,michaeljones67@gmail.com,Houston,2,37.66,2.0,259,0.3,110.52,19.83,4,93,11,0
DON420337,Jessica,Wright,jessica_wright59@icloud.com,Indianapolis,5,31.02,3.87,471,0.15,81.5,11.97,0,92,10,0
DON171318,Emma,Walker,emmawalker42@hotmail.com,San Francisco,27,879.86,27.0,49,0.93,1954.53,579.88,6,2,3,1
DON728286,Dorothy,Campbell,dorothycampbell21@icloud.com,New York,46,526.81,46.0,42,0.8,1414.67,344.08,9,12,1,1
DON272806,Donald,Robinson,donaldrobinson20@icloud.com,Jacksonville,31,417.17,31.0,1,0.94,901.21,155.1,9,81,5,1
DON695751,James,Mitchell,james_mitchell82@hotmail.com,Las Vegas,5,324.5,5.0,148,0.65,959.29,191.6,3,66,7,1
DON934611,Michael,Miller,michael_miller6@email.com,Boston,5,189.86,5.0,111,0.5,330.73,63.32,5,72,2,1
DON661991,George,Wilson,georgewilson49@icloud.com,Chicago,4,83.24,4.0,321,0.36,175.73,27.13,6,56,1,0
DON434541,Helen,Thompson,helenthompson42@hotmail.com,Denver,1,33.48,0.97,377,0.24,90.82,13.85,8,35,7,0
DON860214,Paul,Smith,paul.smith72@gmail.com,Philadelphia,3,105.5,3.0,168,0.48,166.61,45.4,7,36,12,1
DON393295,Patricia,Thompson,patriciathompson86@gmail.com,Phoenix,4,51.55,3.06,477,0.13,143.72,27.8,3,48,1,0
DON532492,Michael,Baker,michael.baker67@icloud.com,Phoenix,2,37.83,1.3,562,0.19,86.19,25.36,5,31,6,0
DON670479,Patricia,Campbell,patriciacampbell2@outlook.com,Nashville,38,1170.1,38.0,25,0.95,2193.52,458.5,0,92,3,1
DON237373,Mark,Williams,mark_williams22@icloud.com,Seattle,3,46.85,1.73,633,0.19,110.12,24.26,0,41,4,0
DON660565,Daniel,Wilson,danielwilson71@email.com,Chicago,2,51.64,1.04,699,0.21,100.1,31.11,5,57,1,0
DON618050,Matthew,Gonzalez,matthew.gonzalez16@yahoo.com,Nashville,4,21.97,4.0,230,0.38,56.11,9.92,4,73,10,0
DON316424,Jennifer,Thompson,jennifer.thompson3@email.com,Fort Worth,1,150.5,1.0,285,0.49,408.71,75.83,4,83,5,0
DON104673,Jane,Wright,jane.wright62@gmail.com,Phoenix,38,552.25,38.0,35,0.94,1637.67,190.23,9,11,12,1
DON629114,Mark,Green,mark.green54@yahoo.com,Columbus,24,671.6,24.0,36,0.74,1355.9,243.19,3,89,8,1
DON953039,Edward,Williams,edwardwilliams92@icloud.com,Seattle,1,56.84,1.0,363,0.12,150.26,36.41,4,37,11,0
DON249191,James,Williams,jameswilliams38@gmail.com,Portland,2,22.32,2.0,242,0.6,51.65,10.71,8,55,11,1
DON140899,Ashley,King,ashley_king89@yahoo.com,Memphis,36,711.08,36.0,9,0.88,1635.99,386.48,0,17,15,1
DON189805,Helen,Hill,helen.hill79@yahoo.com,Houston,2,108.59,2.0,276,0.58,234.7,61.7,2,71,10,0
DON418170,Kenneth,Allen,kennethallen39@hotmail.com,Detroit,1,31.09,0.93,393,0.04,69.73,18.26,2,69,3,0
DON197339,Matthew,Martin,matthew.martin80@yahoo.com,Denver,21,768.67,21.0,18,0.77,1607.62,383.53,4,81,3,1
DON575872,Emily,Mitchell,emily_mitchell63@outlook.com,San Diego,6,171.21,6.0,61,0.71,268.06,104.07,3,23,12,1
DON200108,Mark,Martinez,mark.martinez25@outlook.com,Austin,5,82.66,5.0,291,0.53,200.99,49.61,10,90,7,0
DON998760,Donald,Torres,donald_torres23@gmail.com,Detroit,23,147.16,23.0,29,0.75,344.26,83.16,2,91,10,1
DON468422,Ashley,Taylor,ashleytaylor96@hotmail.com,San Jose,3,33.39,1.54,713,0.19,50.89,11.19,3,49,13,0
DON898439,Daniel,Hall,daniel.hall49@icloud.com,Memphis,13,37.6,13.0,51,0.78,88.15,12.68,8,2,15,1
DON975064,Nancy,Robinson,nancy.robinson97@yahoo.com,Detroit,14,373.86,14.0,136,0.73,658.53,207.4,7,8,0,1
DON772206,Kevin,Johnson,kevinjohnson22@icloud.com,Jacksonville,2,93.01,2.0,92,0.38,201.15,42.18,3,39,14,1
DON297788,Kenneth,Brown,kenneth_brown54@yahoo.com,Columbus,3,50.02,1.8,610,0.4,140.63,31.69,1,39,13,0
DON553017,Jessica,Smith,jessicasmith86@yahoo.com,Indianapolis,14,384.97,14.0,137,0.55,793.0,249.88,4,74,2,1
DON958164,Lisa,Johnson,lisajohnson28@hotmail.com,Austin,3,29.71,2.88,380,0.02,49.11,15.84,6,51,0,0
DON931295,Timothy,King,timothy.king19@hotmail.com,Chicago,31,463.54,31.0,49,0.84,913.93,257.47,1,14,11,1
DON715665,Andrew,Johnson,andrew_johnson61@hotmail.com,San Antonio,3,71.66,3.0,325,0.43,160.82,29.12,9,78,1,0
DON868768,Elizabeth,Jones,elizabeth.jones41@yahoo.com,Philadelphia,3,27.94,3.0,276,0.25,63.58,15.35,3,96,13,0
DON331648,George,Garcia,georgegarcia41@outlook.com,Columbus,3,65.61,3.0,308,0.32,192.96,41.29,0,100,3,1
DON670883,Joshua,Nguyen,joshuanguyen36@icloud.com,Portland,19,259.22,19.0,54,0.95,470.23,125.23,7,81,11,1
DON865088,Sandra,Clark,sandra.clark18@hotmail.com,Columbus,2,80.96,2.0,268,0.43,224.04,40.73,4,28,6,1
DON270395,David,Gonzalez,david_gonzalez56@yahoo.com,Dallas,1,47.7,1.0,42,0.26,85.45,18.16,9,84,1,0
DON954406,Michael,Adams,michael_adams83@gmail.com,Philadelphia,1,89.2,0.93,392,0.31,220.66,37.17,4,37,6,0
DON858720,Emily,Harris,emily.harris47@outlook.com,Los Angeles,15,629.1,15.0,23,0.92,1546.17,371.55,8,66,14,1
DON440782,Kimberly,Thompson,kimberly_thompson42@outlook.com,Dallas,7,270.83,7.0,82,0.67,580.03,105.91,3,99,7,1
DON475488,Anthony,Rodriguez,anthony_rodriguez47@hotmail.com,Fort Worth,3,56.41,3.0,239,0.59,121.78,38.68,2,1,1,1
DON537803,Kenneth,Taylor,kennethtaylor62@icloud.com,Detroit,5,96.85,5.0,260,0.59,252.53,37.07,8,37,9,1
DON726476,Lisa,Gonzalez,lisa_gonzalez57@outlook.com,Dallas,26,304.28,26.0,51,0.85,859.16,176.96,5,53,11,1
DON172937,Sarah,Clark,sarah_clark48@icloud.com,Nashville,12,247.87,12.0,107,0.74,515.65,165.59,9,2,13,1
DON868164,Ronald,Lopez,ronald.lopez88@hotmail.com,Boston,5,89.82,5.0,348,0.4,233.84,43.12,10,71,2,1
DON980800,Helen,Garcia,helengarcia63@outlook.com,Detroit,36,339.83,36.0,39,0.97,854.25,190.53,1,67,13,1
DON436325,Michael,Nelson,michaelnelson77@email.com,Nashville,3,59.73,2.79,393,0.28,106.88,37.8,5,64,14,0
DON949476,Timothy,King,timothy.king9@hotmail.com,Dallas,2,48.53,2.0,268,0.21,85.42,24.14,7,66,10,0
DON655369,Ronald,Brown,ronald_brown44@email.com,Charlotte,11,73.03,11.0,136,0.74,173.2,45.39,1,70,13,1
DON976582,Jennifer,Young,jenniferyoung71@yahoo.com,Fort Worth,3,37.02,2.25,486,0.25,98.02,22.87,1,71,1,0
DON441023,Kevin,Young,kevin.young28@email.com,Las Vegas,2,29.14,2.0,338,0.17,57.32,19.49,3,24,2,0
DON734818,Dorothy,Perez,dorothy_perez31@email.com,Las Vegas,44,742.19,44.0,29,0.78,1619.85,433.69,2,69,11,1
DON766802,Sarah,Garcia,sarah_garcia50@outlook.com,Boston,33,308.24,33.0,35,0.89,872.11,124.51,8,11,11,1
DON672409,Ronald,Walker,ronald.walker26@hotmail.com,Dallas,15,294.44,15.0,15,0.88,556.0,180.78,7,18,15,1
DON946396,Dorothy,Wright,dorothy_wright99@icloud.com,Portland,1,74.52,1.0,335,0.15,112.45,24.44,5,7,11,0
DON997117,Barbara,Sanchez,barbara_sanchez31@hotmail.com,Charlotte,4,86.58,4.0,308,0.4,170.06,38.92,2,62,8,1
DON120617,Ashley,Miller,ashley_miller20@gmail.com,Portland,8,254.01,8.0,103,0.61,464.32,125.13,0,24,6,1
DON438520,Betty,Anderson,bettyanderson37@yahoo.com,Portland,50,585.09,50.0,44,0.93,1441.65,200.35,1,23,8,1
DON315540,Edward,Mitchell,edward.mitchell66@hotmail.com,Dallas,9,148.31,9.0,146,0.79,297.2,48.78,5,84,13,1
DON917639,Helen,Rivera,helen_rivera52@yahoo.com,Nashville,4,35.35,3.16,462,0.02,103.89,13.0,6,14,5,0
DON434301,Emily,Taylor,emilytaylor54@email.com,Las Vegas,20,177.79,20.0,28,0.76,411.63,65.26,7,98,9,1
DON453821,Mark,Jones,markjones35@icloud.com,Columbus,11,77.07,11.0,156,0.57,211.55,25.18,0,12,2,1
DON679823,Jane,Martinez,jane_martinez50@gmail.com,Nashville,1,15.4,1.0,203,0.18,29.71,6.69,4,75,9,0
DON772847,Donald,Davis,donalddavis26@yahoo.com,Las Vegas,20,426.34,20.0,43,0.8,1244.02,253.75,4,87,5,1
DON422714,Timothy,White,timothywhite45@gmail.com,Las Vegas,5,181.34,5.0,343,0.53,396.65,102.94,9,39,3,1
DON121068,Kenneth,Smith,kenneth_smith55@icloud.com,Denver,5,33.36,5.0,319,0.24,64.94,11.48,2,83,7,0
DON868058,Robert,Rivera,robert.rivera9@hotmail.com,New York,6,59.29,6.0,48,0.75,121.46,27.6,7,75,4,1
DON424068,Emma,Jackson,emma_jackson59@yahoo.com,San Francisco,4,11.45,4.0,291,0.25,31.33,4.41,10,68,10,0
DON282276,Ronald,Sanchez,ronaldsanchez15@hotmail.com,San Diego,15,170.21,15.0,84,0.68,432.26,109.3,5,99,10,1
DON537602,Jennifer,Anderson,jenniferanderson78@outlook.com,Portland,2,165.21,2.0,249,0.06,437.08,77.52,6,74,11,1
DON185219,Nancy,Anderson,nancyanderson73@yahoo.com,Fort Worth,2,69.16,2.0,293,0.45,202.36,21.23,8,14,10,0
DON370700,Helen,Anderson,helen_anderson2@outlook.com,Las Vegas,31,499.16,31.0,3,1.0,1012.37,169.9,2,5,4,1
DON526580,Linda,Smith,lindasmith90@icloud.com,Denver,2,78.04,2.0,189,0.24,195.05,30.96,3,31,1,1
DON409579,Dorothy,Robinson,dorothy_robinson33@gmail.com,San Francisco,2,60.7,2.0,244,0.52,134.03,25.9,1,75,8,0
DON199892,Robert,Martin,robert_martin31@email.com,Chicago,7,91.88,7.0,102,0.61,176.13,43.8,2,43,8,1
DON386557,Brian,Sanchez,briansanchez49@yahoo.com,Philadelphia,5,145.92,5.0,180,0.77,367.53,87.55,1,39,1,1
DON965274,Betty,Lee,betty.lee26@gmail.com,Denver,1,19.75,1.0,293,0.07,57.97,6.4,1,81,5,0
DON782217,Jennifer,Lewis,jennifer_lewis22@yahoo.com,Philadelphia,1,18.86,1.0,347,0.15,46.47,10.08,3,3,3,0
DON990615,Susan,King,susan_king76@gmail.com,New York,3,54.06,3.0,119,0.04,97.88,21.09,6,59,11,1
DON620600,Karen,Smith,karen_smith3@outlook.com,Charlotte,8,139.54,8.0,90,0.63,300.12,83.99,2,95,12,1
DON667729,Joshua,Adams,joshuaadams39@icloud.com,Portland,4,13.15,3.8,384,0.04,38.03,5.4,9,8,13,0
DON936618,Sarah,Scott,sarah_scott35@outlook.com,San Antonio,9,106.61,9.0,103,0.8,233.53,59.5,2,45,2,1
DON550954,Timothy,Perez,timothy.perez37@icloud.com,Columbus,24,880.19,24.0,9,0.93,1715.83,349.18,0,70,15,1
DON546016,Daniel,Sanchez,daniel_sanchez69@yahoo.com,Philadelphia,2,107.71,2.0,52,0.13,162.79,63.55,9,87,13,0
DON571021,Susan,Wright,susan_wright68@email.com,Phoenix,9,51.31,9.0,38,0.62,152.48,17.19,6,67,15,1
DON257035,Jennifer,Taylor,jennifer.taylor14@email.com,Phoenix,2,69.41,2.0,337,0.32,183.34,33.45,9,97,4,0
DON237757,Betty,Perez,bettyperez93@hotmail.com,Portland,7,97.69,7.0,69,0.79,209.29,42.6,7,19,11,1
DON410172,Ronald,Nguyen,ronaldnguyen16@icloud.com,Philadelphia,3,92.67,3.0,118,0.41,149.6,39.16,0,77,3,1
DON182713,Jane,Gonzalez,janegonzalez57@gmail.com,Indianapolis,7,244.48,7.0,92,0.52,463.39,164.07,1,14,3,1
DON858111,Elizabeth,Lee,elizabeth_lee74@gmail.com,Los Angeles,5,126.71,5.0,90,0.54,239.17,52.79,1,2,3,1
DON749037,David,Brown,david_brown15@yahoo.com,Los Angeles,9,168.07,9.0,128,0.67,304.29,109.18,10,2,6,1
DON717022,Paul,Williams,paul_williams34@yahoo.com,Phoenix,19,152.7,19.0,56,0.98,354.48,88.78,1,63,5,1
DON966697,Elizabeth,Scott,elizabeth.scott6@outlook.com,San Jose,14,58.78,14.0,81,0.51,130.48,33.26,7,43,5,1
DON359986,Susan,Miller,susan_miller21@gmail.com,San Francisco,2,22.42,1.9,385,0.18,66.28,10.22,5,54,12,0
DON487753,Betty,Nguyen,bettynguyen6@outlook.com,Boston,2,25.22,2.0,330,0.14,58.17,10.85,5,45,8,0
DON440544,Ashley,Martin,ashley.martin65@icloud.com,Phoenix,2,7.34,1.95,375,0.24,15.63,5.06,1,58,15,0
DON527701,Jane,Scott,jane.scott17@hotmail.com,Nashville,6,137.57,6.0,60,0.61,377.4,64.59,5,32,9,1
DON505271,Jennifer,Green,jennifergreen14@hotmail.com,Philadelphia,2,112.5,2.0,233,0.17,173.0,48.12,2,59,3,0
DON129261,Brian,Wright,brian.wright78@email.com,Austin,15,163.9,15.0,41,0.56,462.59,60.84,5,26,2,1
DON237726,Barbara,Sanchez,barbarasanchez53@yahoo.com,San Jose,34,993.64,34.0,54,0.72,2554.92,640.63,8,25,15,1
DON153659,Thomas,Williams,thomaswilliams89@hotmail.com,San Antonio,3,127.05,3.0,91,0.12,284.83,56.36,9,9,5,1
DON959711,Ashley,Campbell,ashley_campbell74@outlook.com,Phoenix,14,224.91,14.0,162,0.69,519.75,104.11,8,52,13,1
DON798271,Patricia,Rivera,patriciarivera68@yahoo.com,Boston,2,90.26,2.0,107,0.54,166.91,53.16,4,62,12,1
DON615011,Dorothy,Brown,dorothy.brown91@email.com,Denver,1,39.93,1.0,223,0.16,90.92,25.71,0,70,7,0
DON251552,Helen,Baker,helenbaker2@email.com,Los Angeles,2,102.44,2.0,120,0.32,280.35,60.95,4,52,2,1
DON886402,William,Young,william_young83@outlook.com,New York,4,16.08,2.34,625,0.27,41.88,7.63,0,48,1,0
DON230071,Linda,Martinez,lindamartinez62@hotmail.com,Indianapolis,3,63.32,3.0,37,0.31,139.33,40.38,4,3,15,1
DON252401,Kevin,Gonzalez,kevin_gonzalez7@outlook.com,Denver,5,62.12,5.0,123,0.3,164.42,40.56,5,87,13,1
DON418618,James,Allen,jamesallen93@yahoo.com,New York,11,263.6,11.0,68,0.66,739.14,124.66,0,71,12,1
DON545862,Linda,Harris,linda.harris43@gmail.com,Charlotte,9,282.63,9.0,67,0.6,432.19,146.24,8,81,15,1
DON248552,Sandra,Green,sandra.green10@yahoo.com,Austin,43,492.29,43.0,3,0.81,948.71,299.61,3,2,0,1
DON803974,Karen,Wilson,karen.wilson55@outlook.com,Seattle,13,306.19,13.0,88,0.54,869.81,196.24,9,11,11,1
DON960534,Matthew,Jackson,matthew_jackson77@email.com,Chicago,3,74.64,2.88,380,0.29,121.92,50.01,2,23,9,0
DON484554,Mark,Lee,marklee1@icloud.com,Austin,3,22.89,2.47,444,0.17,45.96,7.68,8,53,13,0
DON835288,Timothy,Rodriguez,timothy_rodriguez4@icloud.com,Phoenix,3,123.76,3.0,342,0.5,192.09,58.37,6,42,9,1
DON893159,Jessica,Flores,jessica_flores48@outlook.com,Phoenix,13,240.8,13.0,54,0.6,481.02,162.76,5,94,1,1
DON231304,Andrew,Sanchez,andrewsanchez89@icloud.com,Jacksonville,1,43.84,1.0,286,0.11,86.57,22.63,5,92,10,0
DON633480,Jason,Gonzalez,jasongonzalez66@icloud.com,Chicago,1,87.33,1.0,328,0.21,138.0,34.41,5,64,0,0
DON434439,Anthony,Smith,anthony_smith1@icloud.com,Houston,11,46.9,11.0,137,0.59,108.07,25.39,1,93,3,1
DON900905,Michelle,Hernandez,michelle.hernandez69@icloud.com,Nashville,37,744.59,37.0,6,0.96,1425.51,268.45,2,45,4,1
DON476745,Mark,Flores,markflores2@outlook.com,Boston,3,148.53,3.0,326,0.17,286.45,89.22,8,86,3,0
DON496851,Charles,Garcia,charles_garcia16@outlook.com,Phoenix,3,118.08,3.0,89,0.24,287.47,80.37,3,11,1,1
DON763796,Dorothy,Jones,dorothy_jones75@outlook.com,New York,4,84.33,2.75,530,0.26,252.66,34.24,8,97,3,0
DON903071,Emily,Hill,emilyhill16@email.com,San Diego,8,246.03,8.0,147,0.75,704.67,97.2,9,85,0,1
DON885071,Robert,Mitchell,robert.mitchell75@hotmail.com,Memphis,3,112.76,3.0,275,0.48,195.31,54.27,9,34,6,1
DON651542,Timothy,Robinson,timothy.robinson79@outlook.com,Jacksonville,3,101.82,3.0,281,0.33,243.25,53.76,3,25,1,1
DON893100,Kenneth,Taylor,kenneth.taylor67@icloud.com,Los Angeles,5,35.02,5.0,336,0.5,83.63,22.56,2,45,6,1
DON339010,Lisa,Thomas,lisa_thomas8@gmail.com,San Francisco,6,194.7,6.0,51,0.76,540.91,65.36,7,52,4,1
DON420915,Thomas,Wright,thomas.wright76@outlook.com,Los Angeles,35,114.35,35.0,40,0.91,244.79,36.63,3,90,7,1
DON375191,Carol,Thomas,carol_thomas57@gmail.com,Chicago,2,44.87,1.54,475,0.12,118.52,18.24,5,5,2,0
DON260549,Steven,Green,stevengreen92@outlook.com,San Antonio,2,130.22,2.0,186,0.03,204.58,86.76,4,100,7,0
DON151420,Sarah,Allen,sarah_allen2@hotmail.com,Phoenix,9,66.27,9.0,147,0.58,169.5,38.08,8,69,6,1
DON548310,Matthew,Flores,matthew.flores87@outlook.com,Detroit,5,127.03,5.0,66,0.77,339.83,68.79,5,27,11,1
DON214699,Ronald,Allen,ronaldallen13@email.com,Denver,5,91.5,5.0,125,0.51,212.49,36.36,9,67,8,1
DON555969,Edward,Wilson,edward_wilson69@icloud.com,San Diego,3,88.04,3.0,120,0.46,147.15,45.23,9,87,12,1
DON530776,Mary,Anderson,mary.anderson39@gmail.com,Portland,15,215.76,15.0,109,0.58,343.48,148.81,6,37,0,1
DON340322,Edward,Rodriguez,edward.rodriguez28@yahoo.com,Boston,2,63.15,2.0,311,0.22,139.02,40.29,9,68,15,0
DON733680,Brian,Hill,brian.hill83@gmail.com,San Francisco,2,13.82,1.84,397,0.27,25.71,7.31,4,78,13,0
DON991993,Susan,Nguyen,susannguyen18@yahoo.com,Jacksonville,4,40.13,3.02,484,0.21,100.89,12.82,10,37,12,0
DON344987,Michael,Moore,michaelmoore6@gmail.com,Nashville,3,112.75,1.7,645,0.19,305.36,60.69,3,99,14,0
DON120911,Donald,Rodriguez,donaldrodriguez28@icloud.com,Austin,2,20.87,2.0,133,0.26,55.35,7.85,10,32,15,0
DON511854,Robert,Sanchez,robertsanchez45@outlook.com,Charlotte,48,713.62,48.0,50,0.74,1871.65,465.21,8,42,11,1
DON359770,Kimberly,Adams,kimberly_adams98@outlook.com,Las Vegas,3,97.44,3.0,93,0.42,161.26,35.13,10,65,15,0
DON253721,Kevin,Rivera,kevinrivera32@yahoo.com,Portland,3,192.49,3.0,314,0.27,392.56,92.09,6,86,10,0
DON526514,Donna,Gonzalez,donnagonzalez88@yahoo.com,Boston,3,45.95,3.0,278,0.3,127.55,20.78,8,58,5,1
DON272839,Betty,Ramirez,betty_ramirez86@email.com,Los Angeles,6,419.06,6.0,57,0.55,1136.04,239.94,8,67,4,1
DON802937,William,Lee,william_lee44@hotmail.com,Philadelphia,19,350.03,19.0,11,0.81,826.65,197.48,0,45,3,1
DON635413,Donald,Garcia,donald_garcia22@icloud.com,Boston,3,9.04,3.0,271,0.11,22.74,5.97,10,89,9,0
DON659325,Susan,Hernandez,susanhernandez95@outlook.com,Detroit,47,945.99,47.0,40,0.74,2763.52,318.85,6,6,7,1
DON281122,Helen,Wright,helenwright76@icloud.com,Houston,1,9.91,0.83,442,0.08,18.03,6.23,2,45,2,0
DON124794,Helen,Davis,helen_davis75@outlook.com,Detroit,1,140.05,1.0,152,0.48,216.68,87.6,6,47,11,1
DON200486,Kimberly,Sanchez,kimberlysanchez79@yahoo.com,Detroit,15,44.39,15.0,52,0.61,124.22,22.09,7,17,11,1
DON968414,Edward,Rivera,edward_rivera99@yahoo.com,Seattle,2,115.49,2.0,72,0.45,178.27,65.28,10,25,10,1
DON359380,Patricia,Williams,patriciawilliams90@gmail.com,Las Vegas,35,734.37,35.0,30,0.99,2060.16,300.26,9,6,14,1
DON192477,Nancy,Lopez,nancy.lopez83@outlook.com,Phoenix,48,1369.81,48.0,56,0.97,3623.26,806.8,7,36,2,1
DON609022,Linda,Perez,linda.perez45@icloud.com,Dallas,4,161.64,4.0,274,0.45,354.69,71.23,9,34,13,0
DON812406,Sandra,Martin,sandra_martin29@email.com,Denver,3,99.66,3.0,343,0.2,252.71,56.24,3,39,15,0
DON628658,Kevin,Mitchell,kevinmitchell68@gmail.com,Indianapolis,2,14.71,2.0,205,0.17,29.79,10.07,2,48,1,0
DON348277,Sarah,Miller,sarah.miller7@email.com,Philadelphia,33,221.33,33.0,17,0.93,559.34,110.61,2,73,0,1
DON975723,Edward,Smith,edwardsmith51@hotmail.com,Austin,2,21.21,1.66,440,0.17,44.71,7.39,9,31,9,0
DON797279,Robert,Jackson,robertjackson6@gmail.com,Los Angeles,2,13.45,1.8,405,0.19,31.39,5.43,4,85,4,0
DON314601,William,Scott,william.scott61@yahoo.com,Phoenix,31,1177.09,31.0,31,0.76,3354.17,574.89,2,77,10,1
DON374703,Ashley,Clark,ashley.clark97@email.com,Houston,2,40.3,2.0,93,0.09,89.64,13.14,8,61,14,0
DON844931,Anthony,Brown,anthonybrown7@gmail.com,San Francisco,37,290.12,37.0,30,0.97,519.32,100.09,10,87,3,1
DON644328,Donna,Young,donna_young7@email.com,Seattle,3,8.46,2.39,459,0.16,19.19,3.01,2,60,1,0
DON335794,Carol,Harris,carolharris45@outlook.com,San Diego,10,78.62,10.0,157,0.71,176.12,37.98,3,93,4,1
DON972191,Joshua,Jones,joshua.jones74@gmail.com,Austin,7,153.71,7.0,87,0.59,301.56,59.72,1,56,14,1
DON752791,Karen,Garcia,karen.garcia46@yahoo.com,San Jose,1,42.01,0.83,441,0.2,107.7,25.12,4,91,12,0
DON676369,Jason,Scott,jason.scott52@gmail.com,San Jose,1,54.77,1.0,283,0.11,100.26,27.2,1,8,1,0
DON916891,Karen,Martinez,karen.martinez99@gmail.com,Indianapolis,47,100.79,47.0,26,0.86,221.62,45.66,10,69,1,1
DON334217,Sarah,Gonzalez,sarah_gonzalez59@gmail.com,Detroit,2,168.75,2.0,236,0.14,309.8,105.18,3,39,5,0
DON206287,William,Martinez,william_martinez98@gmail.com,Houston,7,63.41,7.0,58,0.55,136.26,37.66,5,27,7,1
DON527404,Ronald,Thompson,ronald.thompson63@yahoo.com,Denver,1,37.56,0.86,424,0.07,58.79,15.21,6,78,0,0
DON610941,Elizabeth,Hall,elizabeth.hall49@yahoo.com,Detroit,38,209.65,38.0,24,0.86,330.64,83.16,7,1,3,1
DON962676,Carol,Hall,carolhall85@icloud.com,New York,2,23.38,1.18,617,0.34,64.77,8.86,9,80,7,0
DON856325,David,Miller,david_miller44@hotmail.com,Jacksonville,39,993.14,39.0,9,0.84,2445.28,376.3,5,49,8,1
DON535261,Lisa,Martinez,lisamartinez70@yahoo.com,Seattle,2,49.6,2.0,261,0.39,131.68,31.43,4,78,5,0
